GameID,tournamentID,tournamentName,locationName,Country,TournamentPlayers,created_at,userId,armyId,playerId,armyName,opponentId,opponentArmyId,opponentArmy,gameNum,gameResult,gamePoints,tournamentResult
1242,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,PJfn52qQU1,Unknown Army ID,59GG-KMTF-84WA,,PEW13JV97H,tRd2ijWxXT,Void-Dancer Troupe,1,2,21,2
1239,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,PJfn52qQU1,Unknown Army ID,59GG-KMTF-84WA,,N9xThmSgD3,R4IaYOKArx,Corsair Voidscarred,2,2,17,2
1243,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,PJfn52qQU1,Unknown Army ID,59GG-KMTF-84WA,,K1JPN77JT6,KW8kBVQRzg,Intercession,3,2,19,2
1244,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,PJfn52qQU1,Unknown Army ID,59GG-KMTF-84WA,,VUQ13P2Y3F,Unknown Army ID,Unknown Army,4,0,18,2
1245,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,VUQ13P2Y3F,Unknown Army ID,0YR2-KYHA-XMKK,,mpBEwflUJN,R4IaYOKArx,Corsair Voidscarred,1,0,7,3
1246,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,VUQ13P2Y3F,Unknown Army ID,0YR2-KYHA-XMKK,,QBL64J1FCN,pU36RuQWCD,Blooded,2,1,15,3
1247,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,VUQ13P2Y3F,Unknown Army ID,0YR2-KYHA-XMKK,,6TAC5B5XPD,6UfduIMuqa,Imperial Navy Breachers,3,2,15,3
1244,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,VUQ13P2Y3F,Unknown Army ID,0YR2-KYHA-XMKK,,PJfn52qQU1,Unknown Army ID,Unknown Army,4,2,19,3
1245,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,mpBEwflUJN,R4IaYOKArx,V7VG-HMER-9GL1,Corsair Voidscarred,VUQ13P2Y3F,Unknown Army ID,Unknown Army,1,2,8,6
1248,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,mpBEwflUJN,R4IaYOKArx,V7VG-HMER-9GL1,Corsair Voidscarred,K1JPN77JT6,KW8kBVQRzg,Intercession,2,0,12,6
1240,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,mpBEwflUJN,R4IaYOKArx,V7VG-HMER-9GL1,Corsair Voidscarred,N9xThmSgD3,R4IaYOKArx,Corsair Voidscarred,3,0,13,6
1249,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,mpBEwflUJN,R4IaYOKArx,V7VG-HMER-9GL1,Corsair Voidscarred,PEW13JV97H,tRd2ijWxXT,Void-Dancer Troupe,4,2,23,6
1250,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,K1JPN77JT6,KW8kBVQRzg,L71F-N7EE-CYF0,Intercession Squad,6TAC5B5XPD,6UfduIMuqa,Imperial Navy Breachers,1,2,19,4
1248,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,K1JPN77JT6,KW8kBVQRzg,L71F-N7EE-CYF0,Intercession Squad,mpBEwflUJN,R4IaYOKArx,Corsair Voidscarred,2,2,15,4
1243,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,K1JPN77JT6,KW8kBVQRzg,L71F-N7EE-CYF0,Intercession Squad,PJfn52qQU1,Unknown Army ID,Unknown Army,3,0,16,4
1241,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,K1JPN77JT6,KW8kBVQRzg,L71F-N7EE-CYF0,Intercession Squad,N9xThmSgD3,R4IaYOKArx,Corsair Voidscarred,4,0,7,4
1238,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,QBL64J1FCN,pU36RuQWCD,HBDC-6GT1-UAV7,Blooded,N9xThmSgD3,R4IaYOKArx,Corsair Voidscarred,1,0,9,5
1246,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,QBL64J1FCN,pU36RuQWCD,HBDC-6GT1-UAV7,Blooded,VUQ13P2Y3F,Unknown Army ID,Unknown Army,2,1,15,5
1251,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,QBL64J1FCN,pU36RuQWCD,HBDC-6GT1-UAV7,Blooded,PEW13JV97H,tRd2ijWxXT,Void-Dancer Troupe,3,1,15,5
1252,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,QBL64J1FCN,pU36RuQWCD,HBDC-6GT1-UAV7,Blooded,6TAC5B5XPD,6UfduIMuqa,Imperial Navy Breachers,4,2,18,5
1242,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,PEW13JV97H,tRd2ijWxXT,EHLB-PN61-62LG,Void-Dancer Troupe,PJfn52qQU1,Unknown Army ID,Unknown Army,1,0,14,7
1253,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,PEW13JV97H,tRd2ijWxXT,EHLB-PN61-62LG,Void-Dancer Troupe,6TAC5B5XPD,6UfduIMuqa,Imperial Navy Breachers,2,2,12,7
1251,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,PEW13JV97H,tRd2ijWxXT,EHLB-PN61-62LG,Void-Dancer Troupe,QBL64J1FCN,pU36RuQWCD,Blooded,3,1,15,7
1249,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,PEW13JV97H,tRd2ijWxXT,EHLB-PN61-62LG,Void-Dancer Troupe,mpBEwflUJN,R4IaYOKArx,Corsair Voidscarred,4,0,15,7
1250,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,6TAC5B5XPD,6UfduIMuqa,J9R6-637E-FJ8P,Imperial Navy Breachers,K1JPN77JT6,KW8kBVQRzg,Intercession,1,0,15,8
1253,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,6TAC5B5XPD,6UfduIMuqa,J9R6-637E-FJ8P,Imperial Navy Breachers,PEW13JV97H,tRd2ijWxXT,Void-Dancer Troupe,2,0,4,8
1247,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,6TAC5B5XPD,6UfduIMuqa,J9R6-637E-FJ8P,Imperial Navy Breachers,VUQ13P2Y3F,Unknown Army ID,Unknown Army,3,0,10,8
1252,7J0J9PD26C,6th MiSS (Maneuvers in Silesia Segmentum),Sklep Bolter,Polska,8,2023-08-29T08:15:51.096Z,6TAC5B5XPD,6UfduIMuqa,J9R6-637E-FJ8P,Imperial Navy Breachers,QBL64J1FCN,pU36RuQWCD,Blooded,4,0,15,8
1254,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,JNBR7L04U8,a05DEJEFHV,Y1MH-LNDA-1YQ6,Void-Dancer Troupe,F39NLU8HT4,oIGBgz0rWT,Kommandos,1,2,19,1
1255,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,JNBR7L04U8,a05DEJEFHV,Y1MH-LNDA-1YQ6,Void-Dancer Troupe,B9F4P551JT,O68BVNHb2J,Legionary,2,1,12,1
1256,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,JNBR7L04U8,a05DEJEFHV,Y1MH-LNDA-1YQ6,Void-Dancer Troupe,7K6HyLXaHN,O68BVNHb2J,Legionary,3,2,17,1
1257,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,L24wYxU85z,oIGBgz0rWT,57PG-MC8M-80KH,Ork Kommandos,ME1K3RWA63,kK1j2CaKvq,Phobos Strike Team,1,0,16,2
1258,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,L24wYxU85z,oIGBgz0rWT,57PG-MC8M-80KH,Ork Kommandos,F39NLU8HT4,oIGBgz0rWT,Kommandos,2,2,23,2
1259,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,L24wYxU85z,oIGBgz0rWT,57PG-MC8M-80KH,Ork Kommandos,UWLQ00Q9PR,O68BVNHb2J,Legionary,3,2,22,2
1257,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,ME1K3RWA63,kK1j2CaKvq,PYX2-C4MC-TRGC,Phobos Strike Team,L24wYxU85z,oIGBgz0rWT,Kommandos,1,2,21,3
1260,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,ME1K3RWA63,kK1j2CaKvq,PYX2-C4MC-TRGC,Phobos Strike Team,7K6HyLXaHN,O68BVNHb2J,Legionary,2,0,12,3
1261,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,ME1K3RWA63,kK1j2CaKvq,PYX2-C4MC-TRGC,Phobos Strike Team,B9F4P551JT,O68BVNHb2J,Legionary,3,2,23,3
1262,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,7K6HyLXaHN,O68BVNHb2J,2NQR-VWER-KFGP,Legionary,UWLQ00Q9PR,O68BVNHb2J,Legionary,1,2,22,4
1260,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,7K6HyLXaHN,O68BVNHb2J,2NQR-VWER-KFGP,Legionary,ME1K3RWA63,kK1j2CaKvq,Phobos Strike Team,2,2,14,4
1256,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,7K6HyLXaHN,O68BVNHb2J,2NQR-VWER-KFGP,Legionary,JNBR7L04U8,a05DEJEFHV,Hand of the Archon,3,0,16,4
1263,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,B9F4P551JT,O68BVNHb2J,21KQ-9VN6-R46H,Legionary,JFVXW1L2R5,KW8kBVQRzg,Intercession,1,2,15,5
1255,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,B9F4P551JT,O68BVNHb2J,21KQ-9VN6-R46H,Legionary,JNBR7L04U8,a05DEJEFHV,Hand of the Archon,2,1,12,5
1261,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,B9F4P551JT,O68BVNHb2J,21KQ-9VN6-R46H,Legionary,ME1K3RWA63,kK1j2CaKvq,Phobos Strike Team,3,0,6,5
1263,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,JFVXW1L2R5,KW8kBVQRzg,MF99-L2L9-FPDX,Intercession Squad,B9F4P551JT,O68BVNHb2J,Legionary,1,0,12,6
1264,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,JFVXW1L2R5,KW8kBVQRzg,MF99-L2L9-FPDX,Intercession Squad,UWLQ00Q9PR,O68BVNHb2J,Legionary,2,0,9,6
1265,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,JFVXW1L2R5,KW8kBVQRzg,MF99-L2L9-FPDX,Intercession Squad,F39NLU8HT4,oIGBgz0rWT,Kommandos,3,2,21,6
1262,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,UWLQ00Q9PR,O68BVNHb2J,M8QF-AGRJ-9WR5,Legionary,7K6HyLXaHN,O68BVNHb2J,Legionary,1,0,5,7
1264,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,UWLQ00Q9PR,O68BVNHb2J,M8QF-AGRJ-9WR5,Legionary,JFVXW1L2R5,KW8kBVQRzg,Intercession,2,2,19,7
1259,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,UWLQ00Q9PR,O68BVNHb2J,M8QF-AGRJ-9WR5,Legionary,L24wYxU85z,oIGBgz0rWT,Kommandos,3,0,3,7
1254,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,F39NLU8HT4,oIGBgz0rWT,G3YD-5L44-8XGT,Kommandos,JNBR7L04U8,a05DEJEFHV,Hand of the Archon,1,0,17,8
1258,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,F39NLU8HT4,oIGBgz0rWT,G3YD-5L44-8XGT,Kommandos,L24wYxU85z,oIGBgz0rWT,Kommandos,2,0,6,8
1265,4EFAGTJN5T,September kill team tournament,30 /  3049 Hendersonville Road Fletcher,United States,9,2023-08-25T20:56:06.329Z,F39NLU8HT4,oIGBgz0rWT,G3YD-5L44-8XGT,Kommandos,JFVXW1L2R5,KW8kBVQRzg,Intercession,3,0,6,8
1266,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,NL5KR6F129,7MZmTkjtvN,DK7G-1RXE-NW3T,Veteran Guardsmen,J5JABUVAB3,pAKAeIH3Ay,Greenskin,1,2,15,1
1267,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,NL5KR6F129,7MZmTkjtvN,DK7G-1RXE-NW3T,Veteran Guardsmen,DVAJ8YM46J,iZGEmAny5r,Novitiates,2,2,22,1
1268,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,NL5KR6F129,7MZmTkjtvN,DK7G-1RXE-NW3T,Veteran Guardsmen,uFIbDGkww2,TQG24C1NEf,Talons of the Emperor,3,2,15,1
1269,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,Y7WeOYXBbz,lOzL6SFTuO,YWPQ-6M9H-T5TE,Imperial Navy Breachers,NOuwWnFvGK,R4IaYOKArx,Corsair Voidscarred,1,1,14,2
1270,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,Y7WeOYXBbz,lOzL6SFTuO,YWPQ-6M9H-T5TE,Imperial Navy Breachers,X5HADGK5MW,dtN8qEq6BG,Hive Fleet,2,2,22,2
1271,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,Y7WeOYXBbz,lOzL6SFTuO,YWPQ-6M9H-T5TE,Imperial Navy Breachers,HJ08E741DU,KW8kBVQRzg,Intercession,3,2,20,2
1269,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,NOuwWnFvGK,R4IaYOKArx,CCM1-DVNQ-H7QR,Corsair Voidscarred,Y7WeOYXBbz,lOzL6SFTuO,Imperial Navy Breachers,1,1,14,3
1272,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,NOuwWnFvGK,R4IaYOKArx,CCM1-DVNQ-H7QR,Corsair Voidscarred,tYU0LGPNOa,KW8kBVQRzg,Intercession,2,2,8,3
1273,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,NOuwWnFvGK,R4IaYOKArx,CCM1-DVNQ-H7QR,Corsair Voidscarred,J5JABUVAB3,pAKAeIH3Ay,Greenskin,3,2,16,3
1274,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,uFIbDGkww2,TQG24C1NEf,86LP-0J6P-ND1X,Talons of the Emperor,X5HADGK5MW,dtN8qEq6BG,Hive Fleet,1,2,20,4
1275,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,uFIbDGkww2,TQG24C1NEf,86LP-0J6P-ND1X,Talons of the Emperor,HJ08E741DU,KW8kBVQRzg,Intercession,2,2,17,4
1268,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,uFIbDGkww2,TQG24C1NEf,86LP-0J6P-ND1X,Talons of the Emperor,NL5KR6F129,7MZmTkjtvN,Veteran Guardsmen,3,0,14,4
1276,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,DVAJ8YM46J,iZGEmAny5r,CGNG-QW92-AJBK,Novitiates,42L27HG0E7,oIGBgz0rWT,Kommandos,1,2,15,5
1267,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,DVAJ8YM46J,iZGEmAny5r,CGNG-QW92-AJBK,Novitiates,NL5KR6F129,7MZmTkjtvN,Veteran Guardsmen,2,0,6,5
1277,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,DVAJ8YM46J,iZGEmAny5r,CGNG-QW92-AJBK,Novitiates,8R1xBbMNvV,O68BVNHb2J,Legionary,3,2,11,5
1278,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,HJ08E741DU,KW8kBVQRzg,LHH4-7CDR-A70G,Intercession,AQJ0AP92JJ,LT7h2egMXA,Pathfinders,1,2,19,6
1275,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,HJ08E741DU,KW8kBVQRzg,LHH4-7CDR-A70G,Intercession,uFIbDGkww2,TQG24C1NEf,Talons of the Emperor,2,0,15,6
1271,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,HJ08E741DU,KW8kBVQRzg,LHH4-7CDR-A70G,Intercession,Y7WeOYXBbz,lOzL6SFTuO,Imperial Navy Breachers,3,0,16,6
1274,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,X5HADGK5MW,dtN8qEq6BG,FWXM-TLE0-XTLN,Hive Fleet,uFIbDGkww2,TQG24C1NEf,Talons of the Emperor,1,0,14,7
1270,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,X5HADGK5MW,dtN8qEq6BG,FWXM-TLE0-XTLN,Hive Fleet,Y7WeOYXBbz,lOzL6SFTuO,Imperial Navy Breachers,2,0,10,7
1279,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,X5HADGK5MW,dtN8qEq6BG,FWXM-TLE0-XTLN,Hive Fleet,tYU0LGPNOa,KW8kBVQRzg,Intercession,3,2,10,7
1266,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,J5JABUVAB3,pAKAeIH3Ay,2NJK-7B81-UHPB,Greenskin,NL5KR6F129,7MZmTkjtvN,Veteran Guardsmen,1,0,8,8
1280,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,J5JABUVAB3,pAKAeIH3Ay,2NJK-7B81-UHPB,Greenskin,AQJ0AP92JJ,LT7h2egMXA,Pathfinders,2,2,11,8
1273,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,J5JABUVAB3,pAKAeIH3Ay,2NJK-7B81-UHPB,Greenskin,NOuwWnFvGK,R4IaYOKArx,Corsair Voidscarred,3,0,8,8
1281,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,8R1xBbMNvV,O68BVNHb2J,AGWE-TD8G-U0QX,Legionary,tYU0LGPNOa,KW8kBVQRzg,Intercession,1,0,0,9
1282,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,8R1xBbMNvV,O68BVNHb2J,AGWE-TD8G-U0QX,Legionary,42L27HG0E7,oIGBgz0rWT,Kommandos,2,2,9,9
1277,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,8R1xBbMNvV,O68BVNHb2J,AGWE-TD8G-U0QX,Legionary,DVAJ8YM46J,iZGEmAny5r,Novitiates,3,0,9,9
1281,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,tYU0LGPNOa,KW8kBVQRzg,ACGJ-JFKW-P3BR,Intercession,8R1xBbMNvV,O68BVNHb2J,Legionary,1,2,2,10
1272,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,tYU0LGPNOa,KW8kBVQRzg,ACGJ-JFKW-P3BR,Intercession,NOuwWnFvGK,R4IaYOKArx,Corsair Voidscarred,2,0,0,10
1279,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,tYU0LGPNOa,KW8kBVQRzg,ACGJ-JFKW-P3BR,Intercession,X5HADGK5MW,dtN8qEq6BG,Hive Fleet,3,0,2,10
1278,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,AQJ0AP92JJ,LT7h2egMXA,LEF7-1LJ0-LX79,Pathfinders,HJ08E741DU,KW8kBVQRzg,Intercession,1,0,17,11
1280,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,AQJ0AP92JJ,LT7h2egMXA,LEF7-1LJ0-LX79,Pathfinders,J5JABUVAB3,pAKAeIH3Ay,Greenskin,2,0,9,11
1283,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,AQJ0AP92JJ,LT7h2egMXA,LEF7-1LJ0-LX79,Pathfinders,42L27HG0E7,oIGBgz0rWT,Kommandos,3,1,0,11
1276,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,42L27HG0E7,oIGBgz0rWT,JY0U-1JFM-N9BT,Kommandos,DVAJ8YM46J,iZGEmAny5r,Novitiates,1,0,8,12
1282,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,42L27HG0E7,oIGBgz0rWT,JY0U-1JFM-N9BT,Kommandos,8R1xBbMNvV,O68BVNHb2J,Legionary,2,0,6,12
1283,ov0TGU6vrJ,KILL BIG: Sneaky Attack,Uruguay,Uruguay,12,2023-08-21T12:48:59.296Z,42L27HG0E7,oIGBgz0rWT,JY0U-1JFM-N9BT,Kommandos,AQJ0AP92JJ,LT7h2egMXA,Pathfinders,3,1,0,12
453,EGfEmpVSFU,¿Quien Manda En La Galaxia? ,tcg collectibles,Colombia,23,2023-09-04T20:50:01.954Z,E0NUU8YFTT,tRd2ijWxXT,XLB7-XG6U-G0X2,Void-Dancer Troupe,CQPKAWHC71,KW8kBVQRzg,Intercession,1,2,23,1
452,EGfEmpVSFU,¿Quien Manda En La Galaxia? ,tcg collectibles,Colombia,23,2023-09-04T20:50:01.954Z,E0NUU8YFTT,tRd2ijWxXT,XLB7-XG6U-G0X2,Void-Dancer Troupe,LFHLM0V3XU,R4IaYOKArx,Corsair Voidscarred,2,2,19,1
1284,EGfEmpVSFU,¿Quien Manda En La Galaxia? ,tcg collectibles,Colombia,23,2023-09-04T20:50:01.954Z,E0NUU8YFTT,tRd2ijWxXT,XLB7-XG6U-G0X2,Void-Dancer Troupe,3TFEXPLP5M,REUTtSH8t6,Farstalker Kinband,3,2,24,1
1285,EGfEmpVSFU,¿Quien Manda En La Galaxia? ,tcg collectibles,Colombia,23,2023-09-04T20:50:01.954Z,tsUpkrYKyQ,udcWHTxEOX,V1LJ-1EVL-PAXN,The Gellerpox,DG6H1C9Q9T,iZGEmAny5r,Novitiates,1,2,21,2
1286,EGfEmpVSFU,¿Quien Manda En La Galaxia? ,tcg collectibles,Colombia,23,2023-09-04T20:50:01.954Z,tsUpkrYKyQ,udcWHTxEOX,V1LJ-1EVL-PAXN,The Gellerpox,7QFBMC1MQ2,O68BVNHb2J,Legionary,2,2,22,2
1287,EGfEmpVSFU,¿Quien Manda En La Galaxia? ,tcg collectibles,Colombia,23,2023-09-04T20:50:01.954Z,tsUpkrYKyQ,udcWHTxEOX,V1LJ-1EVL-PAXN,The Gellerpox,PQ8FLEYQCA,O68BVNHb2J,Legionary,3,2,22,2
1288,EGfEmpVSFU,¿Quien Manda En La Galaxia? ,tcg collectibles,Colombia,23,2023-09-04T20:50:01.954Z,A4NRPRBY58,KW8kBVQRzg,HVR6-Q3RL-G95Q,Intercession Squad,B7WXFUFETK,tCYU740UMU,Chaos Cult,1,2,18,3
1289,EGfEmpVSFU,¿Quien Manda En La Galaxia? ,tcg collectibles,Colombia,23,2023-09-04T20:50:01.954Z,A4NRPRBY58,KW8kBVQRzg,HVR6-Q3RL-G95Q,Intercession Squad,EU6HQC50JC,hKPb2ppDTc,Hierotek Circle,2,2,17,3
